Starting ADC Voltage Testing -----
293, -1, -1, -1, 29
283, -1, -1, -1, 57
286, -1, -1, -1, 86
283, -1, -1, -1, 114
295, -1, -1, -1, 144
287, -1, -1, -1, 172
287, -1, -1, -1, 201
284, -1, -1, -1, 229
296, -1, -1, -1, 259
294, -1, -1, -1, 288
295, -1, -1, -1, 288
285, -1, -1, -1, 288
283, -1, -1, -1, 288
283, -1, -1, -1, 287
278, -1, -1, -1, 287
297, -1, -1, -1, 287
301, -1, -1, -1, 288
295, -1, -1, -1, 289
296, -1, -1, -1, 290
296, -1, -1, -1, 290
289, -1, -1, -1, 290
290, -1, -1, -1, 290
284, -1, -1, -1, 290
298, -1, -1, -1, 291
295, -1, -1, -1, 292
295, -1, -1, -1, 294
298, -1, -1, -1, 294
291, -1, -1, -1, 293
282, -1, -1, -1, 292
279, -1, -1, -1, 290
286, -1, -1, -1, 289
285, -1, -1, -1, 289
286, -1, -1, -1, 289
287, -1, -1, -1, 289
287, -1, -1, -1, 288
297, -1, -1, -1, 288
299, -1, -1, -1, 289
291, -1, -1, -1, 288
288, -1, -1, -1, 288
300, -1, -1, -1, 289
280, -1, -1, -1, 290
286, -1, -1, -1, 290
291, -1, -1, -1, 290
295, -1, -1, -1, 290
296, -1, -1, -1, 291
297, -1, -1, -1, 292
288, -1, -1, -1, 291
286, -1, -1, -1, 290
294, -1, -1, -1, 290
285, -1, -1, -1, 290
298, -1, -1, -1, 290
292, -1, -1, -1, 291
290, -1, -1, -1, 291
289, -1, -1, -1, 291
298, -1, -1, -1, 291
283, -1, -1, -1, 290
286, -1, -1, -1, 289
288, -1, -1, -1, 289
297, -1, -1, -1, 290
292, -1, -1, -1, 290
299, -1, -1, -1, 291
283, -1, -1, -1, 289
294, -1, -1, -1, 290
295, -1, -1, -1, 290
302, -1, -1, -1, 291
297, -1, -1, -1, 291
300, -1, -1, -1, 293
282, -1, -1, -1, 293
287, -1, -1, -1, 293
299, -1, -1, -1, 293
299, -1, -1, -1, 294
291, -1, -1, -1, 293
290, -1, -1, -1, 293
281, -1, -1, -1, 292
286, -1, -1, -1, 291
295, -1, -1, -1, 291
306, -1, -1, -1, 291
301, -1, -1, -1, 291
299, -1, -1, -1, 292
296, -1, -1, -1, 293
287, -1, -1, -1, 292
290, -1, -1, -1, 291
291, -1, -1, -1, 291
289, -1, -1, -1, 291
297, -1, -1, -1, 293
283, -1, -1, -1, 292
295, -1, -1, -1, 292
283, -1, -1, -1, 292
294, -1, -1, -1, 292
298, -1, -1, -1, 292
283, -1, -1, -1, 290
295, -1, -1, -1, 291
292, -1, -1, -1, 291
287, -1, -1, -1, 291
299, -1, -1, -1, 292
300, -1, -1, -1, 292
286, -1, -1, -1, 292
295, -1, -1, -1, 292
297, -1, -1, -1, 292
298, -1, -1, -1, 293
-1, 286, -1, -1, 292
-1, 282, -1, -1, 292
-1, 289, -1, -1, 291
-1, 288, -1, -1, 291
-1, 301, -1, -1, 292
-1, 286, -1, -1, 291
-1, 288, -1, -1, 289
-1, 287, -1, -1, 290
-1, 288, -1, -1, 289
-1, 294, -1, -1, 289
-1, 291, -1, -1, 288
-1, 291, -1, -1, 289
-1, 292, -1, -1, 290
-1, 301, -1, -1, 291
-1, 290, -1, -1, 291
-1, 290, -1, -1, 290
-1, 299, -1, -1, 291
-1, 301, -1, -1, 293
-1, 300, -1, -1, 294
-1, 292, -1, -1, 294
-1, 302, -1, -1, 294
-1, 297, -1, -1, 295
-1, 292, -1, -1, 295
-1, 283, -1, -1, 294
-1, 293, -1, -1, 293
-1, 291, -1, -1, 293
-1, 299, -1, -1, 294
-1, 298, -1, -1, 294
-1, 305, -1, -1, 295
-1, 298, -1, -1, 294
-1, 298, -1, -1, 295
-1, 283, -1, -1, 295
-1, 295, -1, -1, 295
-1, 287, -1, -1, 294
-1, 284, -1, -1, 294
-1, 268, -1, -1, 292
-1, 267, -1, -1, 289
-1, 267, -1, -1, 286
-1, 267, -1, -1, 283
-1, 272, -1, -1, 280
-1, 272, -1, -1, 277
-1, 276, -1, -1, 275
-1, 275, -1, -1, 275
-1, 270, -1, -1, 273
-1, 281, -1, -1, 272
-1, 262, -1, -1, 270
-1, 282, -1, -1, 271
-1, 274, -1, -1, 272
-1, 279, -1, -1, 273
-1, 273, -1, -1, 274
-1, 261, -1, -1, 273
-1, 266, -1, -1, 272
-1, 274, -1, -1, 272
-1, 272, -1, -1, 272
-1, 266, -1, -1, 271
-1, 267, -1, -1, 270
-1, 271, -1, -1, 271
-1, 277, -1, -1, 270
-1, 273, -1, -1, 270
-1, 265, -1, -1, 269
-1, 287, -1, -1, 270
-1, 257, -1, -1, 270
-1, 271, -1, -1, 270
-1, 271, -1, -1, 270
-1, 264, -1, -1, 270
-1, 276, -1, -1, 271
-1, 259, -1, -1, 270
-1, 279, -1, -1, 271
-1, 285, -1, -1, 272
-1, 277, -1, -1, 272
-1, 267, -1, -1, 272
-1, 271, -1, -1, 271
-1, 284, -1, -1, 274
-1, 269, -1, -1, 273
-1, 273, -1, -1, 274
-1, 268, -1, -1, 274
-1, 278, -1, -1, 274
-1, 266, -1, -1, 274
-1, 270, -1, -1, 274
-1, 276, -1, -1, 273
-1, 282, -1, -1, 273
-1, 277, -1, -1, 274
-1, 266, -1, -1, 274
-1, 284, -1, -1, 274
-1, 286, -1, -1, 275
-1, 259, -1, -1, 274
