Starting ADC Voltage Testing -----
295, -1, -1, -1, 29
276, -1, -1, -1, 57
281, -1, -1, -1, 85
279, -1, -1, -1, 113
298, -1, -1, -1, 142
295, -1, -1, -1, 172
289, -1, -1, -1, 201
287, -1, -1, -1, 230
282, -1, -1, -1, 258
289, -1, -1, -1, 287
279, -1, -1, -1, 287
286, -1, -1, -1, 286
278, -1, -1, -1, 286
287, -1, -1, -1, 287
294, -1, -1, -1, 288
276, -1, -1, -1, 286
289, -1, -1, -1, 285
281, -1, -1, -1, 284
291, -1, -1, -1, 285
288, -1, -1, -1, 285
286, -1, -1, -1, 285
285, -1, -1, -1, 285
294, -1, -1, -1, 286
288, -1, -1, -1, 287
291, -1, -1, -1, 287
296, -1, -1, -1, 288
291, -1, -1, -1, 289
287, -1, -1, -1, 289
286, -1, -1, -1, 289
282, -1, -1, -1, 288
292, -1, -1, -1, 289
283, -1, -1, -1, 289
294, -1, -1, -1, 289
283, -1, -1, -1, 287
298, -1, -1, -1, 288
283, -1, -1, -1, 288
276, -1, -1, -1, 286
283, -1, -1, -1, 285
282, -1, -1, -1, 284
292, -1, -1, -1, 285
278, -1, -1, -1, 285
285, -1, -1, -1, 284
278, -1, -1, -1, 283
279, -1, -1, -1, 283
289, -1, -1, -1, 284
280, -1, -1, -1, 282
292, -1, -1, -1, 283
279, -1, -1, -1, 283
299, -1, -1, -1, 285
293, -1, -1, -1, 286
283, -1, -1, -1, 285
281, -1, -1, -1, 285
276, -1, -1, -1, 285
293, -1, -1, -1, 286
292, -1, -1, -1, 286
292, -1, -1, -1, 286
289, -1, -1, -1, 287
282, -1, -1, -1, 286
286, -1, -1, -1, 287
295, -1, -1, -1, 287
295, -1, -1, -1, 287
276, -1, -1, -1, 286
275, -1, -1, -1, 285
281, -1, -1, -1, 286
286, -1, -1, -1, 285
290, -1, -1, -1, 285
284, -1, -1, -1, 284
279, -1, -1, -1, 283
282, -1, -1, -1, 283
295, -1, -1, -1, 284
275, -1, -1, -1, 282
279, -1, -1, -1, 281
278, -1, -1, -1, 281
284, -1, -1, -1, 282
281, -1, -1, -1, 282
285, -1, -1, -1, 282
271, -1, -1, -1, 282
279, -1, -1, -1, 281
283, -1, -1, -1, 282
282, -1, -1, -1, 282
283, -1, -1, -1, 280
286, -1, -1, -1, 282
279, -1, -1, -1, 282
279, -1, -1, -1, 282
294, -1, -1, -1, 283
280, -1, -1, -1, 283
290, -1, -1, -1, 283
292, -1, -1, -1, 283
277, -1, -1, -1, 283
298, -1, -1, -1, 284
284, -1, -1, -1, 285
281, -1, -1, -1, 284
274, -1, -1, -1, 283
276, -1, -1, -1, 283
287, -1, -1, -1, 284
296, -1, -1, -1, 284
279, -1, -1, -1, 284
298, -1, -1, -1, 285
273, -1, -1, -1, 285
289, -1, -1, -1, 286
295, -1, -1, -1, 285
277, -1, -1, -1, 285
277, -1, -1, -1, 284
275, -1, -1, -1, 284
283, -1, -1, -1, 285
283, -1, -1, -1, 285
290, -1, -1, -1, 284
296, -1, -1, -1, 286
289, -1, -1, -1, 285
284, -1, -1, -1, 285
276, -1, -1, -1, 284
285, -1, -1, -1, 283
281, -1, -1, -1, 283
281, -1, -1, -1, 283
291, -1, -1, -1, 285
